id,difficulty
282,C1
283,B1
284,A2
285,A2
286,C1
287,C2
288,C2
289,C2
290,C1
291,B1
292,A2
293,B2
294,C2
295,C2
296,C1
297,B2
298,B1
299,A2
300,A2
301,A2
302,C1
303,A1
304,C1
305,A1
306,A2
307,B2
308,C1
309,B1
310,C2
311,B1
312,C1
313,C2
314,C2
315,C1
316,A1
317,B1
318,A1
319,A2
320,C2
321,C2
322,C1
323,C2
324,A2
325,A1
326,C2
327,B2
328,A2
329,B1
330,A1
331,A2
332,B1
333,B2
334,A2
335,B1
336,A2
337,A1
338,C1
339,C1
340,B1
341,A1
342,B1
343,B1
344,C2
345,A2
346,A2
347,C1
348,A1
349,B1
350,B2
351,B2
352,C1
353,B2
354,C1
355,C2
356,A2
357,B1
358,C1
359,C1
360,A2
361,C2
362,B2
363,B1
364,C1
365,C2
366,A1
367,B2
368,B1
369,B2
370,C2
371,A2
372,C1
373,A1
374,C2
375,A1
376,A1
377,B1
378,A2
379,B1
380,B2
381,A2
382,B2
383,A1
384,B2
385,C2
386,C1
387,A1
388,C2
389,B1
390,C2
391,B1
392,A1
393,C2
394,C2
395,B2
396,B1
397,A2
398,B1
399,A1
400,B2
401,A1
402,A1
403,B2
404,B1
405,C2
406,B1
407,A1
408,A1
409,C2
410,C1
411,B2
412,C2
413,C2
414,B2
415,C1
416,C1
417,C2
418,A2
419,A2
420,A2
421,B2
422,B2
423,A1
424,A2
425,B2
426,A2
427,B2
428,B1
429,A2
430,A1
431,A2
432,B2
433,C2
434,A1
435,A1
436,C1
437,C2
438,A1
439,A1
440,C2
441,B1
442,C1
443,C1
444,B1
445,A2
446,B1
447,A1
448,C2
449,A2
450,C2
451,A2
452,A1
453,A2
454,A2
455,A2
456,C2
457,B2
458,B2
459,B2
460,B1
461,B2
462,C2
463,A2
464,A2
465,C1
466,B1
467,A1
468,B2
469,A2
470,A1
471,A1
472,B1
473,A2
474,C2
475,A1
476,B1
477,C2
478,A2
479,B2
480,B2
481,A1
482,A1
483,C1
484,C2
485,C1
486,B1
487,A1
488,C1
489,B2
490,B2
491,A2
492,A1
493,A2
494,B2
495,A1
496,B2
497,B2
498,B2
499,A2
500,B1
501,B1
502,A1
503,C1
504,B2
505,B2
506,A1
507,B2
508,B2
509,A2
510,B1
511,B2
512,B1
513,B2
514,B2
515,C1
516,A2
517,A1
518,C2
519,B2
520,A2
521,B2
522,A2
523,B1
524,A1
525,A2
526,C1
527,B2
528,B1
529,C2
530,C2
531,C2
532,C1
533,C1
534,C1
535,C1
536,A1
537,B1
538,C1
539,C2
540,B1
541,A1
542,A1
543,B1
544,A1
545,C2
546,A1
547,A2
548,C1
549,B1
550,B1
551,A1
552,B1
553,C2
554,B1
555,B2
556,A1
557,C1
558,A2
559,B2
560,C1
561,A1
562,B2
563,A1
564,B2
565,C1
566,A2
567,B2
568,B1
569,B1
570,C2
571,C2
572,B2
573,A2
574,B1
575,A2
576,B2
577,B2
578,A2
579,B1
580,B2
581,A2
582,C1
583,A1
584,B2
585,A2
586,C1
587,B2
588,B1
589,A1
590,A1
591,A1
592,B1
593,A1
594,A1
595,C1
596,B2
597,A2
598,A2
599,B2
600,B2
601,A2
602,A1
603,A2
604,C2
605,B2
606,A1
607,B1
608,A1
609,A2
610,B2
611,A2
612,C1
613,B2
614,B1
615,B1
616,B1
617,B2
618,B2
619,C2
620,C2
621,A2
622,A1
623,B1
624,C1
625,A2
626,A2
627,A2
628,C2
629,A1
630,A2
631,C1
632,B1
633,A1
634,C2
635,A1
636,C1
637,C1
638,A2
639,B1
640,C2
641,A1
642,B2
643,A1
644,B2
645,C2
646,A2
647,A1
648,B2
649,B2
650,B1
651,A1
652,C1
653,C1
654,C1
655,C2
656,A1
657,C2
658,A1
659,B2
660,C2
661,A2
662,A2
663,B1
664,A2
665,A2
666,C2
667,C2
668,B1
669,C2
670,C2
671,A2
672,A1
673,A1
674,A1
675,A1
676,A2
677,A2
678,B1
679,A1
680,C2
681,B2
682,C2
683,C1
684,A2
685,B2
686,A1
687,A2
688,C2
689,A2
690,A2
691,A2
692,C1
693,A2
694,C1
695,A2
696,A1
697,C2
698,A1
699,A2
700,A1
701,C2
702,B1
703,C2
704,B2
705,A1
706,C2
707,B1
708,B1
709,C2
710,C1
711,A2
712,B2
713,B1
714,A1
715,A1
716,C2
717,B1
718,A1
719,A2
720,C1
721,B2
722,C1
723,C1
724,B2
725,B2
726,C2
727,C2
728,B2
729,C2
730,A2
731,B2
732,B2
733,A1
734,C1
735,C1
736,C1
737,B2
738,B2
739,A1
740,C1
741,C1
742,A2
743,A1
744,C1
745,B2
746,A1
747,C2
748,A1
749,B1
750,C1
751,C2
752,B1
753,B1
754,A1
755,C2
756,C1
757,C1
758,B2
759,C1
760,A1
761,A1
762,A2
763,B1
764,A2
765,C1
766,B2
767,A1
768,A1
769,C1
770,B1
771,C1
772,C1
773,C2
774,C2
775,B2
776,B1
777,C2
778,B1
779,A2
780,B2
781,C2
782,C2
783,C1
784,B2
785,B1
786,C1
787,C1
788,A2
789,B1
790,A1
791,A2
792,A2
793,A1
794,C2
795,A2
796,C2
797,A2
798,B1
799,C1
800,A1
801,A2
802,B2
803,C1
804,C1
805,C2
806,B2
807,A1
808,B1
809,A1
810,C2
811,B1
812,B1
813,A1
814,C1
815,A2
816,A2
817,B1
818,B1
819,C2
820,B2
821,C2
822,B2
823,A1
824,A2
825,B2
826,B2
827,C1
828,B2
829,A1
830,A2
831,B2
832,B1
833,A1
834,B1
835,C2
836,B2
837,C2
838,A1
839,B1
840,A1
841,A1
842,B2
843,C1
844,B2
845,A2
846,A1
847,A2
848,B2
849,B2
850,B2
851,B2
852,A2
853,C2
854,C1
855,C2
856,B1
857,A1
858,A1
859,C1
860,A1
861,A2
862,B1
863,C2
864,A2
865,B2
866,C1
867,C2
868,B2
869,A2
870,A2
871,C1
872,C1
873,C2
874,A2
875,B1
876,A2
877,C1
878,B1
879,C1
880,C1
881,C2
882,A2
883,C1
884,C1
885,C2
886,C2
887,A1
888,C1
889,A1
890,A2
891,C2
892,A1
893,B2
894,C2
895,C2
896,C1
897,B2
898,C2
899,A2
900,B1
901,B2
902,B2
903,C1
904,C2
905,B1
906,B1
907,C2
908,A1
909,A1
910,A2
911,A2
912,B1
913,C1
914,B1
915,C2
916,B1
917,A2
918,C1
919,C1
920,A2
921,B1
922,C1
923,B2
924,C2
925,B1
926,C1
927,A1
928,A1
929,A2
930,C2
931,B2
932,C1
933,A2
934,C2
935,B1
936,B2
937,A1
938,B1
939,C2
940,C1
941,C1
942,B2
943,C2
944,B2
945,C1
946,A2
947,C2
948,B2
949,B2
950,A2
951,C2
952,C2
953,B1
954,B2
955,A2
956,B1
957,A2
958,B1
959,C1
960,A2
961,B1
962,B2
963,C1
964,C1
965,B1
966,A1
967,C2
968,B1
969,B1
970,A2
971,C2
972,B1
973,A2
974,B1
975,B1
976,B2
977,A2
978,C1
979,C2
980,C1
981,C2
982,A2
983,B1
984,A1
985,A2
986,C2
987,A1
988,C2
989,B1
990,A2
991,A2
992,C1
993,C2
994,A2
995,B1
996,C2
997,B2
998,A1
999,B2
1000,B2
1001,B1
1002,B2
1003,A1
1004,B2
1005,B1
1006,A1
1007,B1
1008,B2
1009,C2
1010,C2
1011,A1
1012,A1
1013,B2
1014,C2
1015,B1
1016,B1
1017,B2
1018,B1
1019,A1
1020,B2
1021,A1
1022,A1
1023,B1
1024,A2
1025,B1
1026,B2
1027,B2
1028,B1
1029,B1
1030,A2
1031,C1
1032,A2
1033,C1
1034,C2
1035,C1
1036,B2
1037,A1
1038,B1
1039,C1
1040,C2
1041,C1
1042,A1
1043,A2
1044,B2
1045,C1
1046,B2
1047,A1
1048,C2
1049,A2
1050,C2
1051,A1
1052,B1
1053,C2
1054,A1
1055,B2
1056,C1
1057,B2
1058,B2
1059,C1
1060,C1
1061,C2
1062,B1
1063,C1
1064,B2
1065,A1
1066,B2
1067,A2
1068,B2
1069,C2
1070,C1
1071,B2
1072,C1
1073,C2
1074,C2
1075,C2
1076,A1
1077,A1
1078,C2
1079,A1
1080,A2
1081,A1
1082,A2
1083,A2
1084,C1
1085,C1
1086,A1
1087,C2
1088,A2
1089,A1
1090,B1
1091,B1
1092,C2
1093,C1
1094,B2
1095,B2
1096,B1
1097,B2
1098,B1
1099,A1
1100,A1
1101,A1
1102,C1
1103,B2
1104,B2
1105,B2
1106,C1
1107,A2
1108,B1
1109,A1
1110,C1
1111,A1
1112,B1
1113,B1
1114,B1
1115,C1
1116,C1
1117,A1
1118,B1
1119,A2
1120,A1
1121,B2
1122,C2
1123,B1
1124,A2
1125,A1
1126,C1
1127,A2
1128,A2
1129,C1
1130,A1
1131,C2
1132,C2
1133,A1
1134,B1
1135,A2
1136,B2
1137,B1
1138,A2
1139,B1
1140,C1
1141,B2
1142,A2
1143,B2
1144,C1
1145,A1
1146,B2
1147,A1
1148,B2
1149,C2
1150,B2
1151,A2
1152,A1
1153,A2
1154,C1
1155,A2
1156,C2
1157,A1
1158,C2
1159,B1
1160,C2
1161,C2
1162,B1
1163,B2
1164,C2
1165,B2
1166,B2
1167,A2
1168,C2
1169,B2
1170,A1
1171,B1
1172,B1
1173,B1
1174,B1
1175,B1
1176,A1
1177,B1
1178,A2
1179,A2
1180,C1
1181,A1
1182,A2
1183,A1
1184,C1
1185,A2
1186,C2
1187,A2
1188,B1
1189,B1
1190,B1
1191,C1
1192,A1
1193,A1
1194,A2
1195,B2
1196,A2
1197,C2
1198,B2
1199,B2
